"student_id","city","city_development_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","job_change"
4860,"city_57",0.8662109375,"Male",true,"no_enrollment","Phd","STEM","20","10000+","Pvt Ltd",">4",61,false
380,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","20","5000-9999","Pvt Ltd","1",110,false
10490,"city_21",0.6240234375,null,true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",26,true
14475,"city_114",0.92578125,null,true,"no_enrollment",null,null,">20","1000-4999","Pvt Ltd","never",123,false
10531,"city_71",0.8837890625,null,true,"Part time course","Graduate","STEM","17","10000+","Pvt Ltd","1",184,false
10383,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd",">4",66,false
5215,"city_115",0.7890625,"Male",true,"Full time course","Graduate","STEM","14","10000+","Pvt Ltd","1",130,false
10405,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","4",35,false
25798,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd","3",12,false
20316,"city_149",0.6889648438,"Male",true,"Full time course","Masters","STEM","10","5000-9999","Pvt Ltd","1",9,false
10236,"city_114",0.92578125,null,false,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",5,false
23720,"city_65",0.8017578125,"Male",true,"no_enrollment","Graduate","STEM","17","1000-4999","Pvt Ltd","2",90,false
10094,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Public Sector",">4",24,false
32500,"city_21",0.6240234375,null,true,"no_enrollment","Masters","STEM","18","5000-9999","NGO","4",80,true
28110,"city_103",0.919921875,"Female",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",57,false
9951,"city_103",0.919921875,null,true,"Part time course","Graduate","STEM","16","1000-4999","NGO","1",152,false
169,"city_98",0.94921875,null,true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",null,62,false
26326,"city_103",0.919921875,"Female",true,"Part time course","Graduate","STEM","15","10000+","Other",">4",65,true
25667,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Other",">4",28,false
7660,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",27,false
6190,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",16,false
27729,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","10","5000-9999","Other","1",172,false
26044,"city_99",0.9150390625,"Male",true,"Full time course","High School",null,"10","10000+","Pvt Ltd","1",89,false
32069,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",102,false
11244,"city_36",0.8930664062,"Male",true,"no_enrollment","Masters","STEM","20","5000-9999","Public Sector","2",15,false
20972,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",37,false
1743,"city_36",0.8930664062,"Male",true,"no_enrollment","Masters","Business Degree",">20","1000-4999","Pvt Ltd","never",133,false
32109,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","5000-9999","NGO","4",36,false
7371,"city_103",0.919921875,"Male",false,"no_enrollment","Phd","STEM","14","1000-4999","Pvt Ltd","1",15,false
24907,"city_76",0.6982421875,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","4",66,false
20311,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",42,false
1147,"city_103",0.919921875,"Other",false,"Full time course","Graduate","STEM","11","5000-9999","Pvt Ltd","1",16,false
10415,"city_75",0.9389648438,"Female",true,"no_enrollment","Masters","STEM",">20","1000-4999",null,"1",56,false
2328,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","13","1000-4999","Pvt Ltd","1",114,false
6780,"city_46",0.7622070312,"Male",true,"no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd","3",77,true
2363,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",302,true
24750,"city_102",0.8041992188,null,true,"no_enrollment","Primary School",null,">20","10000+",null,"1",55,false
11747,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",88,false
12822,"city_16",0.91015625,"Male",true,"Part time course","Phd","STEM",">20","1000-4999","Public Sector",">4",29,false
4143,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",29,false
16078,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","20","10000+","Other",">4",45,false
28558,"city_19",0.6821289062,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","never",54,true
30217,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",6,false
11122,"city_50",0.8959960938,"Male",false,"no_enrollment","Graduate","Other","15","5000-9999","Pvt Ltd","1",17,false
2264,"city_76",0.6982421875,"Male",true,"no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","2",108,false
24046,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",22,false
6542,"city_36",0.8930664062,"Male",true,"no_enrollment","Masters","STEM","17","1000-4999","NGO","1",13,false
13558,"city_67",0.8549804688,null,true,"Full time course","Masters","STEM","10","10000+","Pvt Ltd","1",82,false
6062,"city_160",0.919921875,null,true,"no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd","1",22,false
12720,"city_16",0.91015625,"Male",true,"no_enrollment","High School",null,">20","1000-4999","Pvt Ltd",">4",200,true
16686,"city_16",0.91015625,null,true,"Full time course","Graduate","STEM","14","10000+","Pvt Ltd","never",9,false
29169,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","1",56,false
28339,"city_36",0.8930664062,"Male",true,"Part time course","Graduate","STEM","12","5000-9999","Pvt Ltd","2",34,false
18738,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","15","5000-9999","Pvt Ltd",">4",20,false
10786,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","Humanities","18","5000-9999","Other",">4",52,false
18636,"city_11",0.5498046875,"Male",true,"no_enrollment","Masters","STEM","17","1000-4999","Public Sector",">4",107,false
9931,"city_103",0.919921875,null,true,"no_enrollment","Graduate","Humanities",">20","1000-4999","Public Sector",">4",234,false
6248,"city_53",0.740234375,null,true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd",">4",242,false
28982,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","3",28,false
17722,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","19","1000-4999","Pvt Ltd",">4",57,false
2202,"city_24",0.6982421875,"Male",true,"no_enrollment","Masters","STEM","14","1000-4999","Pvt Ltd",">4",29,true
14188,"city_7",0.6469726562,"Male",true,"no_enrollment","Masters","STEM","11","10000+","Pvt Ltd",">4",110,false
22111,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",130,false
2121,"city_36",0.8930664062,"Male",true,"no_enrollment","Masters","STEM","12","10000+","Pvt Ltd","1",42,false
26851,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","12","10000+","Pvt Ltd","2",36,false
18467,"city_40",0.7758789062,"Female",true,"no_enrollment","Masters","STEM","15","1000-4999","Pvt Ltd","2",25,false
28114,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","10","5000-9999","Pvt Ltd","1",40,false
28525,"city_114",0.92578125,"Male",true,"no_enrollment","Graduate","STEM","17","5000-9999","Pvt Ltd",">4",3,false
28154,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","10000+","Public Sector",">4",17,false
11303,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM","20","1000-4999","Pvt Ltd",">4",54,false
32361,"city_41",0.8271484375,"Male",true,"no_enrollment","Masters","STEM","15","1000-4999",null,"1",83,false
4396,"city_160",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","1",256,false
32774,"city_103",0.919921875,"Other",true,"no_enrollment","Graduate","STEM","13","5000-9999","Pvt Ltd","1",98,false
25757,"city_103",0.919921875,"Male",true,"no_enrollment","High School",null,">20","1000-4999","Pvt Ltd","2",182,false
4423,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Arts","18","5000-9999","Pvt Ltd",">4",109,false
31641,"city_103",0.919921875,"Female",false,"Full time course","Masters","STEM",">20","5000-9999","Public Sector",">4",4,false
4149,"city_136",0.8969726562,"Male",true,"no_enrollment","Masters","STEM","14","10000+","Pvt Ltd","3",34,false
431,"city_103",0.919921875,null,true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","never",166,false
12863,"city_114",0.92578125,"Male",false,"Full time course","Masters","STEM",">20","5000-9999","Other","4",108,true
23256,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",64,false
1917,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","2",182,false
21665,"city_104",0.923828125,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",18,false
9428,"city_36",0.8930664062,"Male",false,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","2",47,false
24229,"city_114",0.92578125,"Male",true,"Full time course","Masters","STEM","11","1000-4999","Public Sector","1",13,false
31954,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","3",58,false
17811,"city_64",0.666015625,"Male",true,"Full time course","Graduate","STEM","14","10000+","Pvt Ltd","3",258,true
11877,"city_73",0.75390625,"Male",false,"Part time course","Masters","STEM","10","10000+","Public Sector","2",41,false
6493,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",68,false
16795,"city_136",0.8969726562,null,true,"no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",282,false
4165,"city_103",0.919921875,"Male",false,"no_enrollment","Phd","Humanities",">20","1000-4999","Public Sector","2",83,false
31214,"city_59",0.7749023438,"Male",true,"Part time course","Graduate","STEM","10","1000-4999","Pvt Ltd",">4",14,true
21828,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",46,false
23937,"city_73",0.75390625,"Male",true,"no_enrollment","Graduate","STEM","11","5000-9999","Pvt Ltd","1",90,false
17798,"city_23",0.8989257812,"Male",true,"Part time course","Graduate","STEM","16","10000+","Pvt Ltd","1",82,false
19588,"city_21",0.6240234375,"Male",true,"no_enrollment","Masters","STEM","13","10000+","Pvt Ltd","1",107,true
23922,"city_36",0.8930664062,null,true,"no_enrollment","Phd","Humanities",">20","10000+","Pvt Ltd",">4",11,false
1342,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Public Sector",">4",166,false
3788,"city_103",0.919921875,"Female",true,"no_enrollment","Masters","STEM",">20","5000-9999","Other",">4",46,false
30691,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","Business Degree","16","5000-9999","Pvt Ltd","never",194,false
14872,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM","16","10000+","Pvt Ltd","1",10,false
3206,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","2",23,false
11192,"city_11",0.5498046875,"Male",true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","3",165,true
24767,"city_103",0.919921875,null,true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",79,false
22851,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM","14","10000+","Pvt Ltd","1",56,false
17054,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","20","10000+","Pvt Ltd",">4",40,false
11750,"city_11",0.5498046875,"Male",true,"no_enrollment","Graduate","STEM","17","1000-4999","Pvt Ltd","4",13,true
32148,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","Arts",">20","1000-4999","Pvt Ltd",">4",51,false
6164,"city_136",0.8969726562,"Male",true,"no_enrollment","Masters","No Major",">20","10000+","Pvt Ltd","3",112,false
13521,"city_152",0.6982421875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",null,149,false
20138,"city_67",0.8549804688,"Male",true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","never",55,false
1903,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM","17","10000+","Pvt Ltd",">4",158,false
1823,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","1",57,true
29320,"city_16",0.91015625,"Male",false,"no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd",">4",147,false
15003,"city_103",0.919921875,"Male",false,"no_enrollment","Phd","STEM","11","1000-4999","Pvt Ltd","2",51,false
2839,"city_114",0.92578125,"Male",true,"Full time course","Masters","STEM","16","5000-9999","Public Sector","2",8,false
23264,"city_61",0.9130859375,"Male",false,"no_enrollment","Phd","STEM",">20","1000-4999","Public Sector","4",78,false
29170,"city_103",0.919921875,"Male",true,"no_enrollment",null,null,"16","1000-4999","Pvt Ltd",">4",22,false
3199,"city_103",0.919921875,"Male",false,"no_enrollment","Masters","Humanities","10","1000-4999","NGO","3",16,false
422,"city_134",0.6982421875,null,false,"no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd",">4",18,false
20452,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","1000-4999","Public Sector","4",10,false
12519,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","20","1000-4999","Pvt Ltd","1",44,false
10674,"city_100",0.8872070312,"Male",true,"no_enrollment","Graduate","Arts","20","5000-9999","Pvt Ltd","1",26,false
33183,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",62,false
13079,"city_103",0.919921875,null,false,"no_enrollment","Masters","Humanities",">20","10000+","Public Sector","4",154,false
21752,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",92,false
24450,"city_71",0.8837890625,"Male",true,"no_enrollment","Graduate","No Major","14","1000-4999","Pvt Ltd","1",96,false
25385,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","1",24,false
15114,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","10","5000-9999","Pvt Ltd","1",21,false
11370,"city_103",0.919921875,null,true,"no_enrollment","Graduate","Arts",">20","10000+","Pvt Ltd","1",10,true
31638,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",44,false
21086,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM","14","10000+","Public Sector","3",55,false
27080,"city_83",0.9228515625,null,true,"no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd",">4",104,false
27224,"city_173",0.8779296875,"Other",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","2",9,false
21274,"city_103",0.919921875,null,true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",145,true
1044,"city_67",0.8549804688,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",42,false
10492,"city_71",0.8837890625,null,true,"no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd",">4",25,false
10061,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","13","1000-4999","Pvt Ltd",">4",29,false
32869,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","11","1000-4999","Public Sector",">4",92,true
26504,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",11,false
12382,"city_21",0.6240234375,null,false,"Full time course","Masters","STEM","15","1000-4999","Public Sector","3",174,false
28207,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",32,false
19875,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd",">4",88,true
29930,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",58,false
2704,"city_100",0.8872070312,"Male",true,"no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd","4",67,false
1592,"city_103",0.919921875,"Male",true,"no_enrollment","Phd","STEM",">20","5000-9999","NGO",">4",48,false
11905,"city_114",0.92578125,null,true,"no_enrollment","Masters","STEM","14","10000+","Pvt Ltd","4",40,false
9873,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Public Sector","4",180,false
28410,"city_103",0.919921875,null,true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","1",36,false
5791,"city_75",0.9389648438,"Male",false,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","1",30,false
17691,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",13,false
11652,"city_16",0.91015625,"Male",true,"no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd",">4",56,false
15405,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","2",51,false
11284,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM","16","10000+","Pvt Ltd","1",19,false
32874,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd",">4",86,false
4303,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",43,false
13474,"city_21",0.6240234375,"Male",true,null,"Masters","STEM","14","1000-4999","Pvt Ltd","4",56,true
4733,"city_103",0.919921875,"Female",true,"no_enrollment","Graduate","Humanities",">20","1000-4999","Pvt Ltd","4",96,false
17640,"city_71",0.8837890625,"Male",true,"no_enrollment","Masters","STEM","19","5000-9999","Pvt Ltd","2",46,false
25588,"city_165",0.9028320312,"Male",false,"no_enrollment","Phd","STEM",">20","1000-4999","Public Sector",">4",54,false
2051,"city_21",0.6240234375,null,true,"no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd",null,41,true
6646,"city_136",0.8969726562,"Male",true,"Part time course","Graduate","STEM","10","10000+","Pvt Ltd","1",26,false
8830,"city_103",0.919921875,null,true,"no_enrollment","Graduate","Humanities",">20","1000-4999","Pvt Ltd","1",30,false
2874,"city_41",0.8271484375,null,true,"Part time course","Masters",null,"18","10000+","Pvt Ltd",">4",49,true
17003,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","20","10000+","Pvt Ltd",">4",78,false
21180,"city_99",0.9150390625,"Male",false,"no_enrollment","Masters","STEM","15","1000-4999","Public Sector","never",28,false
27092,"city_114",0.92578125,"Female",false,"Full time course","Graduate","STEM","10","1000-4999","Public Sector","4",28,false
25299,"city_136",0.8969726562,null,true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",64,false
27197,"city_16",0.91015625,"Male",false,"no_enrollment","Graduate","Humanities",">20","10000+","Pvt Ltd",">4",210,false
25078,"city_162",0.7670898438,null,true,"Full time course","Graduate","STEM","10","1000-4999","Pvt Ltd","1",39,false
1958,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","4",114,true
9220,"city_36",0.8930664062,"Male",false,"no_enrollment","Graduate","Business Degree","19","1000-4999","Pvt Ltd","never",188,false
2920,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","14","10000+","Pvt Ltd","1",153,false
16701,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",29,false
1954,"city_61",0.9130859375,"Male",true,"no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd","1",218,false
27803,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM","16","1000-4999","NGO","1",40,false
26027,"city_75",0.9389648438,"Male",true,"no_enrollment","Phd","STEM",">20","1000-4999","Pvt Ltd","2",27,false
27020,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","Arts","17","10000+","Pvt Ltd",">4",43,false
10849,"city_71",0.8837890625,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",167,false
17273,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","3",18,false
9658,"city_114",0.92578125,"Male",true,"no_enrollment","High School",null,"19","1000-4999","Pvt Ltd",">4",122,false
28062,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","NGO",">4",20,false
20908,"city_61",0.9130859375,null,false,"Full time course","Masters","STEM","13","5000-9999","Public Sector","2",6,false
2414,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","never",45,true
18943,"city_104",0.923828125,"Male",true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","4",64,false
13634,"city_91",0.6909179688,"Male",false,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","2",86,false
27408,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","2",43,false
10684,"city_149",0.6889648438,"Male",true,"no_enrollment","Graduate","STEM","17","1000-4999","Pvt Ltd",null,48,false
13133,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd",">4",90,false
28527,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd","1",46,false
31091,"city_71",0.8837890625,"Male",true,"no_enrollment","Masters","STEM","12","10000+","Pvt Ltd","1",101,false
2779,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM","15","1000-4999","Pvt Ltd","4",53,false
9767,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","12","5000-9999","Pvt Ltd","1",106,false
13638,"city_102",0.8041992188,"Male",true,"no_enrollment","Masters","STEM","13","1000-4999","Pvt Ltd","3",60,false
84,"city_103",0.919921875,"Other",true,"no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd",">4",92,false
30106,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","13","5000-9999","Pvt Ltd",">4",12,false
12652,"city_104",0.923828125,"Male",true,"no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd","never",33,false
8716,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","12","10000+","Pvt Ltd","1",77,false
26546,"city_45",0.8901367188,"Male",true,null,"Graduate","STEM",">20","1000-4999","Pvt Ltd","3",34,false
23417,"city_114",0.92578125,null,false,"no_enrollment","Masters","STEM","14","1000-4999","Pvt Ltd","2",23,false
5744,"city_67",0.8549804688,"Male",true,"Part time course","High School",null,"10","1000-4999","Public Sector","1",43,false
14510,"city_36",0.8930664062,null,true,"Full time course","Masters","STEM",">20","1000-4999",null,">4",50,false
1181,"city_75",0.9389648438,null,false,"Full time course","Masters","STEM","18","10000+","Pvt Ltd","4",12,false
18144,"city_83",0.9228515625,"Male",false,"no_enrollment","Masters","No Major","15","1000-4999","Pvt Ltd",">4",44,false
491,"city_104",0.923828125,"Male",false,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",33,false
2,"city_103",0.919921875,"Male",false,"no_enrollment","Phd","STEM","15","10000+","NGO","3",128,true
10918,"city_103",0.919921875,"Female",true,"no_enrollment","Phd","Arts","15","1000-4999",null,"1",48,false
20699,"city_73",0.75390625,"Male",true,"no_enrollment","Graduate","STEM","16","5000-9999","Pvt Ltd","3",48,false
5695,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM","11","10000+","Pvt Ltd","1",152,false
25956,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Business Degree","19","10000+","Pvt Ltd","2",91,false
28658,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","14","10000+","Pvt Ltd","never",83,false
18826,"city_16",0.91015625,"Female",true,"no_enrollment","Graduate","STEM","17","1000-4999","Pvt Ltd","1",3,false
20397,"city_114",0.92578125,null,false,"no_enrollment","Graduate","STEM",">20","10000+",null,">4",62,false
26205,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Humanities","12","10000+","Pvt Ltd","2",72,false
14401,"city_123",0.7377929688,null,true,"no_enrollment","Masters","STEM","11","10000+","Pvt Ltd","3",37,false
28438,"city_162",0.7670898438,"Male",true,"no_enrollment","Graduate","STEM","13","1000-4999","Pvt Ltd",">4",68,true
555,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","4",32,false
26212,"city_61",0.9130859375,"Male",false,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",124,false
12281,"city_14",0.6982421875,"Male",true,"no_enrollment","Masters","STEM","16","5000-9999","Pvt Ltd","3",135,false
26272,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd","1",33,false
7724,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+",null,"1",38,false
30998,"city_103",0.919921875,null,false,"Part time course","Graduate","STEM","18","10000+","Pvt Ltd","2",55,false
17813,"city_136",0.8969726562,"Male",true,"no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd",">4",52,false
32204,"city_28",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM","17","10000+","Pvt Ltd","1",32,false
9783,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd",">4",33,false
18508,"city_28",0.9389648438,"Male",true,"no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",7,true
27601,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM","18","1000-4999","Pvt Ltd","2",112,false
15846,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","1",29,false
7261,"city_73",0.75390625,"Male",true,"no_enrollment","Graduate","STEM","16","1000-4999","Pvt Ltd",">4",20,false
26761,"city_104",0.923828125,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",65,false
26295,"city_61",0.9130859375,"Female",true,"no_enrollment","Graduate","STEM","12","5000-9999",null,"1",86,true
4535,"city_116",0.7431640625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","4",56,false
4778,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",85,false
31216,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM","11","1000-4999","Public Sector","1",22,true
31531,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","12","1000-4999","Pvt Ltd","4",108,false
1221,"city_40",0.7758789062,"Male",true,"no_enrollment","Masters","STEM","10","1000-4999","Pvt Ltd","1",32,false
1625,"city_160",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",32,true
16930,"city_114",0.92578125,"Male",true,null,"Masters","STEM","19","10000+","Pvt Ltd","1",294,false
7972,"city_28",0.9389648438,null,false,null,"Graduate","STEM","10","1000-4999",null,"1",22,false
2966,"city_61",0.9130859375,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","1",50,false
